text,video,Frame_hate,random_frame,random_ocr_text,combined_text
" I like to see you when I'm by myself, but never when in company.",non_hate_video_237,0,non_hate_video_237_frame2220.jpg,DISC No. 3391 BARITONE SOLO Orchestra Accompaniment DON' T NOTICE ME( coonsong)  STANDARD TALKING MACHINE CO.  198-202 Monroe S 4.  CHICAGO ILL.," I like to see you when I'm by myself, but never when in company. [SEP] DISC No. 3391 BARITONE SOLO Orchestra Accompaniment DON' T NOTICE ME( coonsong)  STANDARD TALKING MACHINE CO.  198-202 Monroe S 4.  CHICAGO ILL."
" Give me a favor, don't ask me why, next time you see me, kindly close your eye. If you want to be a friend of mine, just pass on by, don't notice me.",non_hate_video_237,0,non_hate_video_237_frame2460.jpg,DISC No. 3391 BARITONE SOLO Orchestra Accompaniment DON' T NOTICE ME( coonsong)  STANDARD TALKING MACHINE CO.  198-202 Monroe S 4.  CHICAGO ILL.," Give me a favor, don't ask me why, next time you see me, kindly close your eye. If you want to be a friend of mine, just pass on by, don't notice me. [SEP] DISC No. 3391 BARITONE SOLO Orchestra Accompaniment DON' T NOTICE ME( coonsong)  STANDARD TALKING MACHINE CO.  198-202 Monroe S 4.  CHICAGO ILL."
 He had looked for many a weary day. He bowed he'd get back if it took his very soul away. He raked and squaked to get enough to dress himself up fine. Then called on this yeah same young gal and he took her out to dine. They had to pass a barbershop where this moon was employed.,non_hate_video_237,0,non_hate_video_237_frame3870.jpg,DISC No. 3391 BARITONE SOLO Orchestra Accompaniment DON' T NOTICE ME( coonsong)  STANDARD TALKING MACHINE CO.  198-202 Monroe S 4.  CHICAGO ILL., He had looked for many a weary day. He bowed he'd get back if it took his very soul away. He raked and squaked to get enough to dress himself up fine. Then called on this yeah same young gal and he took her out to dine. They had to pass a barbershop where this moon was employed. [SEP] DISC No. 3391 BARITONE SOLO Orchestra Accompaniment DON' T NOTICE ME( coonsong)  STANDARD TALKING MACHINE CO.  198-202 Monroe S 4.  CHICAGO ILL.
" And as they passed, Tom's wasn't swell.",non_hate_video_237,0,non_hate_video_237_frame3990.jpg,DISC No. 3391 BARITONE SOLO Orchestra Accompaniment DON' T NOTICE ME( coonsong)  STANDARD TALKING MACHINE CO.  198-202 Monroe S 4.  CHICAGO ILL.," And as they passed, Tom's wasn't swell. [SEP] DISC No. 3391 BARITONE SOLO Orchestra Accompaniment DON' T NOTICE ME( coonsong)  STANDARD TALKING MACHINE CO.  198-202 Monroe S 4.  CHICAGO ILL."
 Tom's turn to come so back so that he runs and through that door,non_hate_video_237,0,non_hate_video_237_frame4380.jpg,DISC No. 3391 BARITONE SOLO Orchestra Accompaniment DON' T NOTICE ME( coonsong)  STANDARD TALKING MACHINE CO.  198-202 Monroe S 4.  CHICAGO ILL., Tom's turn to come so back so that he runs and through that door [SEP] DISC No. 3391 BARITONE SOLO Orchestra Accompaniment DON' T NOTICE ME( coonsong)  STANDARD TALKING MACHINE CO.  198-202 Monroe S 4.  CHICAGO ILL.
 he cries.,non_hate_video_237,0,non_hate_video_237_frame4470.jpg,DISC No. 3391 BARITONE SOLO Orchestra Accompaniment DON' T NOTICE ME( coonsong)  STANDARD TALKING MACHINE CO.  198-202 Monroe S 4.  CHICAGO ILL., he cries. [SEP] DISC No. 3391 BARITONE SOLO Orchestra Accompaniment DON' T NOTICE ME( coonsong)  STANDARD TALKING MACHINE CO.  198-202 Monroe S 4.  CHICAGO ILL.
 When I'm promenading,non_hate_video_237,0,non_hate_video_237_frame4530.jpg,DISC No. 3391 BARITONE SOLO Orchestra Accompaniment DON' T NOTICE ME( coonsong)  STANDARD TALKING MACHINE CO.  198-202 Monroe S 4.  CHICAGO ILL., When I'm promenading [SEP] DISC No. 3391 BARITONE SOLO Orchestra Accompaniment DON' T NOTICE ME( coonsong)  STANDARD TALKING MACHINE CO.  198-202 Monroe S 4.  CHICAGO ILL.
" with my lady friends,",non_hate_video_237,0,non_hate_video_237_frame4560.jpg,DISC No. 3391 BARITONE SOLO Orchestra Accompaniment DON' T NOTICE ME( coonsong)  STANDARD TALKING MACHINE CO.  198-202 Monroe S 4.  CHICAGO ILL.," with my lady friends, [SEP] DISC No. 3391 BARITONE SOLO Orchestra Accompaniment DON' T NOTICE ME( coonsong)  STANDARD TALKING MACHINE CO.  198-202 Monroe S 4.  CHICAGO ILL."
 don't notice me.,non_hate_video_237,0,non_hate_video_237_frame4650.jpg,DISC No. 3391 BARITONE SOLO Orchestra Accompaniment DON' T NOTICE ME( coonsong)  STANDARD TALKING MACHINE CO.  198-202 Monroe S 4.  CHICAGO ILL., don't notice me. [SEP] DISC No. 3391 BARITONE SOLO Orchestra Accompaniment DON' T NOTICE ME( coonsong)  STANDARD TALKING MACHINE CO.  198-202 Monroe S 4.  CHICAGO ILL.
 I like to see,non_hate_video_237,0,non_hate_video_237_frame4740.jpg,DISC No. 3391 BARITONE SOLO Orchestra Accompaniment DON' T NOTICE ME( coonsong)  STANDARD TALKING MACHINE CO.  198-202 Monroe S 4.  CHICAGO ILL., I like to see [SEP] DISC No. 3391 BARITONE SOLO Orchestra Accompaniment DON' T NOTICE ME( coonsong)  STANDARD TALKING MACHINE CO.  198-202 Monroe S 4.  CHICAGO ILL.
 you when I'm by myself,non_hate_video_237,0,non_hate_video_237_frame4770.jpg,DISC No. 3391 BARITONE SOLO Orchestra Accompaniment DON' T NOTICE ME( coonsong)  STANDARD TALKING MACHINE CO.  198-202 Monroe S 4.  CHICAGO ILL., you when I'm by myself [SEP] DISC No. 3391 BARITONE SOLO Orchestra Accompaniment DON' T NOTICE ME( coonsong)  STANDARD TALKING MACHINE CO.  198-202 Monroe S 4.  CHICAGO ILL.
 but never when in company.,non_hate_video_237,0,non_hate_video_237_frame4800.jpg,DISC No. 3391 BARITONE SOLO Orchestra Accompaniment DON' T NOTICE ME( coonsong)  STANDARD TALKING MACHINE CO.  198-202 Monroe S 4.  CHICAGO ILL., but never when in company. [SEP] DISC No. 3391 BARITONE SOLO Orchestra Accompaniment DON' T NOTICE ME( coonsong)  STANDARD TALKING MACHINE CO.  198-202 Monroe S 4.  CHICAGO ILL.
" Do me a favor,",non_hate_video_237,0,non_hate_video_237_frame4890.jpg,DISC No. 3391 BARITONE SOLO Orchestra Accompaniment DON' T NOTICE ME( coonsong)  STANDARD TALKING MACHINE CO.  198-202 Monroe S 4.  CHICAGO ILL.," Do me a favor, [SEP] DISC No. 3391 BARITONE SOLO Orchestra Accompaniment DON' T NOTICE ME( coonsong)  STANDARD TALKING MACHINE CO.  198-202 Monroe S 4.  CHICAGO ILL."
 don't ask me why,non_hate_video_237,0,non_hate_video_237_frame4950.jpg,DISC No. 3391 BARITONE SOLO Orchestra Accompaniment DON' T NOTICE ME( coonsong)  STANDARD TALKING MACHINE CO.  198-202 Monroe S 4.  CHICAGO ILL., don't ask me why [SEP] DISC No. 3391 BARITONE SOLO Orchestra Accompaniment DON' T NOTICE ME( coonsong)  STANDARD TALKING MACHINE CO.  198-202 Monroe S 4.  CHICAGO ILL.
" Next time you see me, kindly close your eyes",non_hate_video_237,0,non_hate_video_237_frame5010.jpg,DISC No. 3391 BARITONE SOLO Orchestra Accompaniment DON' T NOTICE ME( coonsong)  STANDARD TALKING MACHINE CO.  198-202 Monroe S 4.  CHICAGO ILL.," Next time you see me, kindly close your eyes [SEP] DISC No. 3391 BARITONE SOLO Orchestra Accompaniment DON' T NOTICE ME( coonsong)  STANDARD TALKING MACHINE CO.  198-202 Monroe S 4.  CHICAGO ILL."
" If you want to be a friend of mine, just pass on by",non_hate_video_237,0,non_hate_video_237_frame5130.jpg,DISC No. 3391 BARITONE SOLO Orchestra Accompaniment DON' T NOTICE ME( coonsong)  STANDARD TALKING MACHINE CO.  198-202 Monroe S 4.  CHICAGO ILL.," If you want to be a friend of mine, just pass on by [SEP] DISC No. 3391 BARITONE SOLO Orchestra Accompaniment DON' T NOTICE ME( coonsong)  STANDARD TALKING MACHINE CO.  198-202 Monroe S 4.  CHICAGO ILL."
 Don't notice me,non_hate_video_237,0,non_hate_video_237_frame5220.jpg,DISC No. 3391 BARITONE SOLO Orchestra Accompaniment DON' T NOTICE ME( coonsong)  STANDARD TALKING MACHINE CO.  198-202 Monroe S 4.  CHICAGO ILL., Don't notice me [SEP] DISC No. 3391 BARITONE SOLO Orchestra Accompaniment DON' T NOTICE ME( coonsong)  STANDARD TALKING MACHINE CO.  198-202 Monroe S 4.  CHICAGO ILL.
 Landlord,non_hate_video_238,0,non_hate_video_238_frame0.jpg,Arthur Colin s- Encore 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s, Landlord [SEP] Arthur Colin s- Encore 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s
 Landlord said this a moment to me,non_hate_video_238,0,non_hate_video_238_frame210.jpg,Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s, Landlord said this a moment to me [SEP] Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s
 Give me your key,non_hate_video_238,0,non_hate_video_238_frame540.jpg,Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s, Give me your key [SEP] Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s
 This flat ain't free,non_hate_video_238,0,non_hate_video_238_frame570.jpg,Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s, This flat ain't free [SEP] Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s
 I can't get no rent out of you,non_hate_video_238,0,non_hate_video_238_frame690.jpg,Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s, I can't get no rent out of you [SEP] Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s
 Pack up your things and to do you. I said wait until my Bill come home. He's my honey from the honeycomb. He'll have money cause he told me so this morning.,non_hate_video_238,0,non_hate_video_238_frame930.jpg,Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s, Pack up your things and to do you. I said wait until my Bill come home. He's my honey from the honeycomb. He'll have money cause he told me so this morning. [SEP] Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s
 Landlords say they give you lots of show I want my rooms or else I want my dough,non_hate_video_238,0,non_hate_video_238_frame1380.jpg,Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s, Landlords say they give you lots of show I want my rooms or else I want my dough [SEP] Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s
 I'll wait for Bill if he don't pay white all to go,non_hate_video_238,0,non_hate_video_238_frame1440.jpg,Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s, I'll wait for Bill if he don't pay white all to go [SEP] Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s
 Because it's moving day,non_hate_video_238,0,non_hate_video_238_frame1680.jpg,Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s, Because it's moving day [SEP] Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s
 Moving day,non_hate_video_238,0,non_hate_video_238_frame1740.jpg,Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s, Moving day [SEP] Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s
 Rip that carpet up from off the floor,non_hate_video_238,0,non_hate_video_238_frame1890.jpg,Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s, Rip that carpet up from off the floor [SEP] Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s
" Take your oil, so does it do. It's moving day. Pack your pot and bed and get away. Give your spit every cent, you can live out in a tent. It's moving day.",non_hate_video_238,0,non_hate_video_238_frame2220.jpg,Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s," Take your oil, so does it do. It's moving day. Pack your pot and bed and get away. Give your spit every cent, you can live out in a tent. It's moving day. [SEP] Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s"
" I said, hello, give me some dough.",non_hate_video_238,0,non_hate_video_238_frame2850.jpg,Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s," I said, hello, give me some dough. [SEP] Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s"
 Is the landlord waiting for rent?,non_hate_video_238,0,non_hate_video_238_frame2940.jpg,Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s, Is the landlord waiting for rent? [SEP] Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s
" Phil said, I ain't got a cent.",non_hate_video_238,0,non_hate_video_238_frame3030.jpg,Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s," Phil said, I ain't got a cent. [SEP] Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s"
" Here's two chickens that I brought for stew. Landlord take them for the rent was due. Landlord said my chicken coop was robbed this morning. Two black hens are missing from the coop. Them's the ones you just brought in for soup. Get busy, Coon, and put your things down on that soup.",non_hate_video_238,0,non_hate_video_238_frame3510.jpg,Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s," Here's two chickens that I brought for stew. Landlord take them for the rent was due. Landlord said my chicken coop was robbed this morning. Two black hens are missing from the coop. Them's the ones you just brought in for soup. Get busy, Coon, and put your things down on that soup. [SEP] Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s"
" Because it's moving, it's moving, it's moving, it's moving. Rip that carpet up from off the floor.",non_hate_video_238,0,non_hate_video_238_frame4020.jpg,Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s," Because it's moving, it's moving, it's moving, it's moving. Rip that carpet up from off the floor. [SEP] Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s"
" Take your oil stove, does it joy?",non_hate_video_238,0,non_hate_video_238_frame4140.jpg,Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s," Take your oil stove, does it joy? [SEP] Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s"
" It's moving, it's moving, it's moving.",non_hate_video_238,0,non_hate_video_238_frame4200.jpg,Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s," It's moving, it's moving, it's moving. [SEP] Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s"
 Pack your phone and bed and get away.,non_hate_video_238,0,non_hate_video_238_frame4320.jpg,Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s, Pack your phone and bed and get away. [SEP] Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s
" If you spend every cent, you can live out in a tent.",non_hate_video_238,0,non_hate_video_238_frame4440.jpg,Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s," If you spend every cent, you can live out in a tent. [SEP] Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s"
 It's moving day.,non_hate_video_238,0,non_hate_video_238_frame4530.jpg,Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s, It's moving day. [SEP] Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s
 Me move? That's easy.,non_hate_video_238,0,non_hate_video_238_frame4650.jpg,Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s, Me move? That's easy. [SEP] Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s
" Why, I'm the poetry of motion.",non_hate_video_238,0,non_hate_video_238_frame4770.jpg,Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s," Why, I'm the poetry of motion. [SEP] Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s"
" The landlord still insists that it's a moving day, moving day.",non_hate_video_238,0,non_hate_video_238_frame5040.jpg,Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s," The landlord still insists that it's a moving day, moving day. [SEP] Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s"
" Rip that carpet up from off the floor, take your oil so does it joy. It's moving day. Pack your foldin' bed and get away If you spent every cent you can live out in a tent",non_hate_video_238,0,non_hate_video_238_frame5400.jpg,Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s," Rip that carpet up from off the floor, take your oil so does it joy. It's moving day. Pack your foldin' bed and get away If you spent every cent you can live out in a tent [SEP] Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s"
 It's w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w,non_hate_video_238,0,non_hate_video_238_frame5760.jpg,Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s, It's w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w-w [SEP] Arthur Colin s- En core 1 Comic Ragtime Minstrel Songs ( Recorded 1905-1908)  Moving Day( Recorded 1906)  Arthur Colin s
" What does that word mean? Nigger? You said nigger? Yeah. What does that word mean? Don't say that, don't say that, London. What does that word mean? What does that word mean? You're a nigger. What does that mean? He's a nigger. What does it mean, though? What is a nigger? A person or what? How does it make you one? Are you one? No. Why aren't you one? You're",non_hate_video_239,0,non_hate_video_239_frame150.jpg,888," What does that word mean? Nigger? You said nigger? Yeah. What does that word mean? Don't say that, don't say that, London. What does that word mean? What does that word mean? You're a nigger. What does that mean? He's a nigger. What does it mean, though? What is a nigger? A person or what? How does it make you one? Are you one? No. Why aren't you one? You're [SEP] 888"
" taking a video. Is that on Snapchat? No, it's not. On your pictures? Yeah. Why aren't",non_hate_video_239,0,non_hate_video_239_frame1470.jpg,888," taking a video. Is that on Snapchat? No, it's not. On your pictures? Yeah. Why aren't [SEP] 888"
 you a nigger? Because I'm not. Why? You said he won.,non_hate_video_239,0,non_hate_video_239_frame1920.jpg,S 2, you a nigger? Because I'm not. Why? You said he won. [SEP] S 2
 He's a baby.,non_hate_video_239,0,non_hate_video_239_frame2070.jpg,3 3, He's a baby. [SEP] 3 3
 So how is he a nigger if he's a baby?,non_hate_video_239,0,non_hate_video_239_frame2100.jpg,EACH, So how is he a nigger if he's a baby? [SEP] EACH
 That doesn't even make sense.,non_hate_video_239,0,non_hate_video_239_frame2250.jpg,LAC, That doesn't even make sense. [SEP] LAC
" Like, how can he be that?",non_hate_video_239,0,non_hate_video_239_frame2340.jpg,888," Like, how can he be that? [SEP] 888"
 He was just born.,non_hate_video_239,0,non_hate_video_239_frame2430.jpg,123 RF, He was just born. [SEP] 123 RF
" No, he's not.",non_hate_video_239,0,non_hate_video_239_frame2490.jpg,888," No, he's not. [SEP] 888"
" He was just, last one go, I'm saying he's still a baby.",non_hate_video_239,0,non_hate_video_239_frame2610.jpg,A A," He was just, last one go, I'm saying he's still a baby. [SEP] A A"
" So how, what makes you, what makes you, what makes you a nigger?",non_hate_video_239,0,non_hate_video_239_frame2760.jpg,10F," So how, what makes you, what makes you, what makes you a nigger? [SEP] 10F"
 I'm calling him that.,non_hate_video_239,0,non_hate_video_239_frame2850.jpg,888, I'm calling him that. [SEP] 888
 I'm trying to figure out what makes you that. And how are calling down what makes you that and how,non_hate_video_239,0,non_hate_video_239_frame3030.jpg,A A, I'm trying to figure out what makes you that. And how are calling down what makes you that and how [SEP] A A
 you not want and you are bigger than him so how are you how do you call somebody,non_hate_video_239,0,non_hate_video_239_frame3210.jpg,888, you not want and you are bigger than him so how are you how do you call somebody [SEP] 888
 something you don't know what it even what it means what are you what are you,non_hate_video_239,0,non_hate_video_239_frame3540.jpg,AOF, something you don't know what it even what it means what are you what are you [SEP] AOF
" What are you? If he's a nigger, what are you?",non_hate_video_239,0,non_hate_video_239_frame3780.jpg,A GC," What are you? If he's a nigger, what are you? [SEP] A GC"
" Girl, you crazy. Don't be calling people stuff if you don't even know what it is. He needs help.",non_hate_video_239,0,non_hate_video_239_frame4110.jpg,888," Girl, you crazy. Don't be calling people stuff if you don't even know what it is. He needs help. [SEP] 888"
 Huh?,non_hate_video_239,0,non_hate_video_239_frame4170.jpg,888, Huh? [SEP] 888
 I said he needs help.,non_hate_video_239,0,non_hate_video_239_frame4230.jpg,888, I said he needs help. [SEP] 888
 Who?,non_hate_video_239,0,non_hate_video_239_frame4260.jpg,888, Who? [SEP] 888
 Why he need help?,non_hate_video_239,0,non_hate_video_239_frame4350.jpg,888, Why he need help? [SEP] 888
 You're asking too much questions.,non_hate_video_239,0,non_hate_video_239_frame4440.jpg,888, You're asking too much questions. [SEP] 888
 You don't want to stand still. I'm just kidding.,non_hate_video_239,0,non_hate_video_239_frame4500.jpg,888, You don't want to stand still. I'm just kidding. [SEP] 888
 He's a happy baby. I don't think he need any help. He don't have no problem.,non_hate_video_239,0,non_hate_video_239_frame4740.jpg,E ACE, He's a happy baby. I don't think he need any help. He don't have no problem. [SEP] E ACE
 Do you guys want to go play at the park?,non_hate_video_239,0,non_hate_video_239_frame4860.jpg,888, Do you guys want to go play at the park? [SEP] 888
 Let's go.,non_hate_video_239,0,non_hate_video_239_frame4890.jpg,888, Let's go. [SEP] 888
 They can't go play with you until you tell me,non_hate_video_239,0,non_hate_video_239_frame4980.jpg,888, They can't go play with you until you tell me [SEP] 888
 what does a nigger mean.,non_hate_video_239,0,non_hate_video_239_frame5070.jpg,888, what does a nigger mean. [SEP] 888
" No, London, uh-uh, you can't go with her.",non_hate_video_239,0,non_hate_video_239_frame5190.jpg,888," No, London, uh-uh, you can't go with her. [SEP] 888"
" No, dada.",non_hate_video_239,0,non_hate_video_239_frame5340.jpg,888," No, dada. [SEP] 888"
" No, dada.",non_hate_video_239,0,non_hate_video_239_frame5430.jpg,888," No, dada. [SEP] 888"
" No, dada.",non_hate_video_239,0,non_hate_video_239_frame5490.jpg,-," No, dada. [SEP] -"
" Oh I'm your worst nightmare, bro.",non_hate_video_240,0,non_hate_video_240_frame930.jpg,888," Oh I'm your worst nightmare, bro. [SEP] 888"
" This ain't the one you want to talk to, bro.",non_hate_video_240,0,non_hate_video_240_frame1050.jpg,5," This ain't the one you want to talk to, bro. [SEP] 5"
 We ain't none of that bullshit.,non_hate_video_240,0,non_hate_video_240_frame1140.jpg,JIA, We ain't none of that bullshit. [SEP] JIA
 We're black militia.,non_hate_video_240,0,non_hate_video_240_frame1260.jpg,A, We're black militia. [SEP] A
 It's your worst nightmare.,non_hate_video_240,0,non_hate_video_240_frame1320.jpg,A A, It's your worst nightmare. [SEP] A A
" We're black militia, bro.",non_hate_video_240,0,non_hate_video_240_frame1410.jpg,100," We're black militia, bro. [SEP] 100"
 Let me talk to the evening light for a minute.,non_hate_video_240,0,non_hate_video_240_frame1500.jpg,A, Let me talk to the evening light for a minute. [SEP] A
 Then you steal people's culture.,non_hate_video_240,0,non_hate_video_240_frame1740.jpg,111, Then you steal people's culture. [SEP] 111
 Where's our reparation?,non_hate_video_240,0,non_hate_video_240_frame1860.jpg,100, Where's our reparation? [SEP] 100
 Thank you.,non_hate_video_240,0,non_hate_video_240_frame1890.jpg,100, Thank you. [SEP] 100
 I'm questioning.,non_hate_video_240,0,non_hate_video_240_frame1920.jpg,U, I'm questioning. [SEP] U
 I like the song. It's not what you did,non_hate_video_240,0,non_hate_video_240_frame2010.jpg,A, I like the song. It's not what you did [SEP] A
